,close,high,high_limit,low,volume,day
2016-10-13-300608.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300609.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300609.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300609.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300609.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300610.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300610.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300610.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300610.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300611.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300611.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300611.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300611.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300612.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300612.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300612.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300612.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300613.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300613.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300613.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300613.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300615.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300615.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300615.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300615.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300616.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300616.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300616.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300616.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300617.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300617.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300617.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300617.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300618.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300618.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300618.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300618.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300619.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300619.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300619.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300619.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300620.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300620.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300620.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300620.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300621.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300621.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300621.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300621.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300622.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300622.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300622.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300622.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300623.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300623.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300623.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300623.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300625.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300625.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300625.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300625.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300626.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300626.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300626.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300626.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300627.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300627.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300627.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300627.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300628.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300628.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300628.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300628.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300629.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300629.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300629.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300629.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300630.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300630.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300630.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300630.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300631.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300631.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300631.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300631.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300632.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300632.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300632.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300632.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300633.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300633.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300633.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300633.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300635.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300635.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300635.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300635.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300636.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300636.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300636.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300636.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300637.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300637.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300637.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300637.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300638.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300638.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300638.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300638.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300639.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300639.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300639.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300639.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300640.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300640.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300640.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300640.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300641.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300641.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300641.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300641.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300642.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300642.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300642.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300642.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300643.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300643.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300643.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300643.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300645.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300645.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300645.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300645.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300647.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300647.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300647.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300647.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300648.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300648.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300648.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300648.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300649.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300649.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300649.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300649.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300650.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300650.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300650.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300650.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300651.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300651.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300651.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300651.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300652.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300652.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300652.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300652.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300653.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300653.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300653.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300653.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300655.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300655.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300655.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300655.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300656.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300656.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300656.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300656.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300657.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300657.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300657.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300657.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300658.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300658.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300658.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300658.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300659.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300659.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300659.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300659.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300660.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300660.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300660.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300660.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300661.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300661.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300661.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300661.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300662.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300662.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300662.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300662.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-300663.XSHE,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-300663.XSHE,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-300663.XSHE,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-300663.XSHE,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600000.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600000.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600000.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600000.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600001.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600001.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600001.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600001.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600002.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600002.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600002.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600002.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600003.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600003.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600003.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600003.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600004.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600004.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600004.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600004.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600005.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600005.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600005.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600005.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600006.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600006.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600006.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600006.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600007.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600007.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600007.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600007.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600008.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600008.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600008.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600008.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600009.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600009.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600009.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600009.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600010.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600010.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600010.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600010.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600011.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600011.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600011.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600011.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600012.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600012.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600012.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600012.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600015.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600015.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600015.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600015.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600016.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600016.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600016.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600016.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600017.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600017.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600017.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600017.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600018.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600018.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600018.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600018.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600019.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600019.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600019.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600019.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600020.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600020.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600020.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600020.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600021.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600021.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600021.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600021.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600022.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600022.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600022.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600022.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600023.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600023.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600023.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600023.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600026.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600026.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600026.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600026.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600027.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600027.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600027.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600027.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600028.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600028.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600028.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600028.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600029.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600029.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600029.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600029.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600030.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600030.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600030.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600030.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600031.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600031.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600031.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600031.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600033.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600033.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600033.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600033.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600035.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600035.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600035.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600035.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600036.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600036.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600036.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600036.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600037.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600037.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600037.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600037.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600038.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600038.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600038.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600038.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600039.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600039.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600039.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600039.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600048.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600048.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600048.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600048.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
2016-01-05-600050.XSHG,69.45,69.45,69.45,57.0,40235170.0,17.0
2016-01-06-600050.XSHG,76.4,76.4,76.4,65.88,28908436.0,18.0
2016-10-12-600050.XSHG,43.76,43.76,43.76,38.91,22979085.0,202.0
2016-10-13-600050.XSHG,45.63,46.88,48.14,42.11,20111281.0,203.0
