,change,date,last_day,stock,close0,high0,high_limit0,low0,open0,volume0,day0,close1,high1,high_limit1,low1,open1,volume1,day1,close2,high2,high_limit2,low2,open2,volume2,day2,close3,high3,high_limit3,low3,open3,volume3,day3,recent,last_recent,minute_low,minute_volume,minute,nearby,wave,top_count,vol5,volume_mean,recent_high,volume_high,recent_low,st,isnew
002783.XSHE_2017-07-25,1.0200081666,2017-07-25 00:00:00,2017-07-24 00:00:00,002783.XSHE,20.24,20.38,22.15,20.01,20.14,1035900.0,30.0,22.26,22.26,22.26,19.91,20.05,1995817.0,31.0,24.49,24.49,24.49,24.01,24.49,6691368.0,32.0,25.48,26.19,26.94,24.49,24.98,20053671.0,33.0,2.0,1.0,24.31,2816300.0,09:30:00,0.0,0,1,0.100179694519,3613393.0,37.67,16585822.0,19.62,False,False
002796.XSHE_2017-08-25,1.049606487,2017-08-25 00:00:00,2017-08-24 00:00:00,002796.XSHE,34.65,34.65,34.65,34.65,34.65,57400.0,0.0,38.12,38.12,38.12,38.12,38.12,2579199.0,1.0,41.93,41.93,41.93,38.12,38.12,9070484.0,2.0,41.62,44.44,46.12,40.6,44.01,7818849.0,3.0,3.0,2.0,38.2,4871700.0,09:51:00,,0,3,0.100144300144,1059642.53012,64.92,7052705.0,29.55,False,False
002799.XSHE_2017-07-27,0.965881787602,2017-07-27 00:00:00,2017-07-26 00:00:00,002799.XSHE,17.2,17.25,18.72,16.82,17.15,661600.0,32.0,18.92,18.92,18.92,18.4,18.4,1920998.0,33.0,20.55,20.81,20.81,18.93,19.34,7749356.0,34.0,19.91,20.27,22.61,19.66,20.1,4325019.0,35.0,2.0,1.0,18.94,2937100.0,09:38:00,0.0,0,0,0.1,2473652.29412,36.42,12382382.0,16.7,False,False
002802.XSHE_2017-07-17,1.00552777047,2017-07-17 00:00:00,2017-07-14 00:00:00,002802.XSHE,31.39,31.43,34.7,30.9,31.4,884693.0,24.0,34.54,34.54,34.54,31.55,31.55,3673987.0,25.0,37.99,37.99,37.99,34.62,35.0,11074871.0,26.0,41.79,41.79,41.79,37.99,38.2,9564068.0,27.0,2.0,1.0,34.8,10450900.0,14:45:00,0.0,0,1,0.100350430073,2484705.95294,66.02,8186553.0,29.85,False,False
002802.XSHE_2017-07-18,1.03015075377,2017-07-18 00:00:00,2017-07-17 00:00:00,002802.XSHE,34.54,34.54,34.54,31.55,31.55,3673987.0,25.0,37.99,37.99,37.99,34.62,35.0,11074871.0,26.0,41.79,41.79,41.79,37.99,38.2,9564068.0,27.0,45.15,45.97,45.97,40.55,43.05,12610616.0,28.0,3.0,2.0,38.23,8921500.0,13:30:00,0.0,0,1,0.100350430073,2483105.75,66.02,8186553.0,29.85,False,False
002802.XSHE_2017-07-19,0.950837502719,2017-07-19 00:00:00,2017-07-18 00:00:00,002802.XSHE,37.99,37.99,37.99,34.62,35.0,11074871.0,26.0,41.79,41.79,41.79,37.99,38.2,9564068.0,27.0,45.15,45.97,45.97,40.55,43.05,12610616.0,28.0,42.5,44.5,49.67,41.94,43.71,10495685.0,29.0,4.0,3.0,40.55,10159400.0,14:01:00,0.0,0,0,0.100350430073,2491677.75904,66.02,8186553.0,29.85,False,False
002805.XSHE_2017-08-02,1.05700372386,2017-08-02 00:00:00,2017-08-01 00:00:00,002805.XSHE,28.85,28.85,29.45,26.71,26.97,5177161.0,36.0,31.74,31.74,31.74,31.74,31.74,1662011.0,37.0,34.91,34.91,34.91,33.66,34.91,8861102.0,38.0,35.98,38.4,38.4,34.99,36.9,14226719.0,39.0,2.0,1.0,34.26,1785100.0,09:30:00,1.0,0,3,0.100173310225,2079123.42683,52.74,6309284.0,24.21,False,False
002805.XSHE_2017-08-03,0.975,2017-08-03 00:00:00,2017-08-02 00:00:00,002805.XSHE,31.74,31.74,31.74,31.74,31.74,1662011.0,37.0,34.91,34.91,34.91,33.66,34.91,8861102.0,38.0,35.98,38.4,38.4,34.99,36.9,14226719.0,39.0,38.58,39.0,39.58,36.43,37.44,13012917.0,40.0,3.0,2.0,34.99,9378800.0,10:21:00,1.0,0,0,0.100173310225,2072403.66667,52.74,6309284.0,24.21,False,False
002813.XSHE_2017-08-31,1.04379753475,2017-08-31 00:00:00,2017-08-30 00:00:00,002813.XSHE,33.8,34.43,37.13,33.18,33.52,3339807.0,57.0,34.66,37.18,37.18,34.56,36.0,5883835.0,58.0,38.13,38.13,38.13,34.19,34.19,6180870.0,59.0,37.76,39.8,41.94,37.56,39.8,10416934.0,60.0,1.0,1.0,34.19,5028500.0,09:53:00,2.0,1,1,0.100115406809,2439419.96296,42.8,12440076.0,27.94,False,False
002822.XSHE_2017-06-16,0.992767915845,2017-06-16 00:00:00,2017-06-15 00:00:00,002822.XSHE,12.57,13.78,14.48,12.41,12.9,40604170.0,3.0,13.83,13.83,13.83,12.32,12.32,15174896.0,4.0,15.21,15.21,15.21,14.77,15.07,30946316.0,5.0,15.34,15.46,16.73,14.52,15.1,68834112.0,6.0,2.0,1.0,14.98,12626500.0,09:30:00,0.0,0,1,0.100238663484,12314508.3012,14.91,36497751.0,10.23,False,False
002827.XSHE_2017-07-13,1.04984944798,2017-07-13 00:00:00,2017-07-12 00:00:00,002827.XSHE,24.7,25.05,27.16,24.42,24.56,1114400.0,22.0,27.17,27.17,27.17,24.72,24.72,6673203.0,23.0,29.89,29.89,29.89,28.36,28.36,6683579.0,24.0,31.19,32.56,32.88,30.25,31.38,17389091.0,25.0,2.0,1.0,28.4,4450600.0,09:33:00,0.0,0,1,0.1001104159,3193324.43529,37.27,14139346.0,22.21,False,False
002830.XSHE_2017-08-28,1.02207686018,2017-08-28 00:00:00,2017-08-25 00:00:00,002830.XSHE,20.22,20.93,22.91,20.22,20.93,3187900.0,54.0,22.24,22.24,22.24,19.91,20.22,8723700.0,55.0,24.46,24.46,24.46,22.1,22.3,15053462.0,56.0,24.83,26.36,26.91,23.98,25.0,17284243.0,57.0,2.0,1.0,22.1,14200800.0,14:55:00,1.0,0,1,0.0999010880317,4194968.82143,34.36,19482366.0,17.88,False,False
002835.XSHE_2017-06-14,0.967709885743,2017-06-14 00:00:00,2017-06-13 00:00:00,002835.XSHE,16.64,17.98,20.34,16.64,17.75,9457037.0,1.0,18.3,18.3,18.3,16.75,16.75,5339356.0,2.0,20.13,20.13,20.13,19.52,20.13,22005687.0,3.0,21.24,21.79,22.14,19.21,19.48,27449377.0,4.0,2.0,1.0,20.01,7995700.0,09:30:00,0.0,0,2,0.100054083288,6660146.86076,23.56,19219382.0,14.73,False,False
002835.XSHE_2017-06-16,0.858304794521,2017-06-16 00:00:00,2017-06-15 00:00:00,002835.XSHE,20.13,20.13,20.13,19.52,20.13,22005687.0,3.0,21.24,21.79,22.14,19.21,19.48,27449377.0,4.0,21.86,23.36,23.36,20.94,21.0,31266085.0,5.0,21.4,21.52,24.05,19.8,20.05,22940951.0,6.0,1.0,3.0,21.2,14394900.0,09:43:00,2.0,1,1,0.100054083288,6591995.46154,23.56,19219382.0,14.73,False,False
002836.XSHE_2017-07-27,1.0,2017-07-27 00:00:00,2017-07-26 00:00:00,002836.XSHE,31.68,31.68,31.68,28.52,28.8,8568129.0,32.0,33.44,34.27,34.85,31.5,32.5,12999450.0,33.0,36.78,36.78,36.78,32.1,33.09,15629125.0,34.0,34.88,36.78,40.46,34.8,36.78,12370575.0,35.0,1.0,2.0,32.16,11625400.0,14:02:00,1.0,0,1,0.1,10455611.1111,47.78,25152972.0,23.14,False,False
002842.XSHE_2017-07-07,1.0563969709,2017-07-07 00:00:00,2017-07-06 00:00:00,002842.XSHE,42.92,43.08,44.96,40.05,40.7,5141378.0,18.0,45.62,47.21,47.21,42.3,42.85,7466787.0,19.0,50.18,50.18,50.18,45.02,45.5,8459675.0,20.0,50.77,54.2,55.2,50.31,53.01,11353573.0,21.0,1.0,1.0,45.02,7372300.0,13:29:00,1.0,0,1,0.0999561595791,3634394.33333,66.8,13376875.0,32.44,False,False
002842.XSHE_2017-08-31,1.03558651855,2017-08-31 00:00:00,2017-08-30 00:00:00,002842.XSHE,47.78,48.4,48.4,42.6,43.0,8779768.0,53.0,48.28,48.68,52.56,45.01,46.0,8480140.0,54.0,53.11,53.11,53.11,47.57,48.45,9314372.0,55.0,55.9,58.42,58.42,53.93,55.0,12695259.0,56.0,1.0,1.0,47.57,7572600.0,13:13:00,2.0,0,1,0.100041425021,2993527.01235,54.2,11353573.0,32.44,False,False
002842.XSHE_2017-09-01,0.961999315303,2017-09-01 00:00:00,2017-08-31 00:00:00,002842.XSHE,48.28,48.68,52.56,45.01,46.0,8480140.0,54.0,53.11,53.11,53.11,47.57,48.45,9314372.0,55.0,55.9,58.42,58.42,53.93,55.0,12695259.0,56.0,56.5,57.86,61.49,54.69,56.2,8722468.0,57.0,2.0,1.0,53.95,7853200.0,11:06:00,2.0,0,1,0.100041425021,2997264.3125,54.2,11353573.0,32.44,False,False
002845.XSHE_2017-09-01,0.967395198853,2017-09-01 00:00:00,2017-08-31 00:00:00,002845.XSHE,69.2,69.2,73.79,66.21,66.8,2864195.0,58.0,76.12,76.12,76.12,76.12,76.12,1493735.0,59.0,83.73,83.73,83.73,80.7,83.73,12583160.0,60.0,82.16,84.22,92.1,79.01,81.0,8513680.0,61.0,2.0,1.0,83.73,502300.0,09:30:00,0.0,0,7,0.1,2873921.29412,78.58,8079980.0,56.96,False,False
002847.XSHE_2017-06-15,0.997323600973,2017-06-15 00:00:00,2017-06-14 00:00:00,002847.XSHE,37.29,37.29,37.29,33.63,33.63,10357345.0,2.0,37.36,38.19,41.02,36.78,37.11,7245791.0,3.0,41.0,41.1,41.1,37.0,37.3,10765487.0,4.0,41.25,43.4,45.1,39.5,40.99,14887822.0,5.0,1.0,2.0,37.03,9375900.0,14:47:00,1.0,0,0,0.1,5773847.15152,60.45,22215634.0,11.91,False,False
002853.XSHE_2017-08-08,1.02725620836,2017-08-08 00:00:00,2017-08-07 00:00:00,002853.XSHE,27.29,28.16,28.18,26.26,26.26,5419954.0,40.0,30.02,30.02,30.02,30.02,30.02,680379.0,41.0,33.02,33.02,33.02,31.82,32.96,13287040.0,42.0,33.11,34.46,36.33,33.04,33.92,11341176.0,43.0,2.0,1.0,31.82,10498132.0,10:55:00,1.0,0,1,0.100036643459,4462279.075,55.97,17320958.0,24.62,False,False
002853.XSHE_2017-08-29,1.0313357731,2017-08-29 00:00:00,2017-08-28 00:00:00,002853.XSHE,36.13,36.5,39.49,35.16,35.99,6145218.0,55.0,39.74,39.74,39.74,37.19,37.22,8433507.0,56.0,43.72,43.72,43.72,42.1,43.1,5317491.0,57.0,42.34,45.75,48.09,41.58,45.09,16902787.0,58.0,2.0,1.0,42.7,2754595.0,09:30:00,3.0,1,1,0.100150981379,4364065.37805,38.7,14250585.0,24.62,False,False
002853.XSHE_2017-08-31,0.963710543268,2017-08-31 00:00:00,2017-08-30 00:00:00,002853.XSHE,43.72,43.72,43.72,42.1,43.1,5317491.0,57.0,42.34,45.75,48.09,41.58,45.09,16902787.0,58.0,46.57,46.57,46.57,43.46,43.89,16891525.0,59.0,47.0,50.88,51.22,44.26,44.88,24116799.0,60.0,1.0,3.0,43.5,8068066.0,09:40:00,5.0,2,1,0.100150981379,4380754.11111,39.74,14250585.0,24.62,False,False
002853.XSHE_2017-09-06,1.0,2017-09-06 00:00:00,2017-09-05 00:00:00,002853.XSHE,46.2,46.2,51.7,42.7,44.99,15813661.0,61.0,50.82,50.82,50.82,46.21,47.25,19540211.0,62.0,55.9,55.9,55.9,52.33,53.33,25704027.0,63.0,54.32,58.58,61.49,53.58,55.9,24312038.0,64.0,2.0,1.0,52.34,12212700.0,09:53:00,6.0,2,3,0.1,4370537.0,50.88,24116799.0,24.62,False,False
002877.XSHE_2017-06-19,0.927319094676,2017-06-19 00:00:00,2017-06-16 00:00:00,002877.XSHE,25.93,25.93,25.93,25.93,25.93,154052.0,4.0,28.52,28.52,28.52,28.52,28.52,2372516.0,5.0,31.37,31.37,31.37,27.5,28.5,22228948.0,6.0,29.4,30.58,34.51,28.51,29.09,16723934.0,7.0,7.0,6.0,27.53,7586900.0,09:43:00,,0,1,0.100127280441,,23.57,58879.0,10.08,False,True
002877.XSHE_2017-07-06,0.957697201018,2017-07-06 00:00:00,2017-07-05 00:00:00,002877.XSHE,25.98,26.47,27.75,25.24,25.44,8502148.0,17.0,28.58,28.58,28.58,25.68,25.91,11799683.0,18.0,31.4,31.44,31.44,28.6,29.19,20900395.0,19.0,29.27,30.33,34.54,29.02,30.11,15029677.0,20.0,2.0,1.0,28.62,18609300.0,14:41:00,1.0,0,0,0.100076982294,11628521.0,31.37,22228948.0,10.08,False,True
002878.XSHE_2017-06-16,0.917431192661,2017-06-16 00:00:00,2017-06-15 00:00:00,002878.XSHE,36.94,36.94,36.94,36.94,36.94,89000.0,3.0,40.63,40.63,40.63,40.63,40.63,222200.0,4.0,43.0,44.69,44.69,42.32,44.69,12012822.0,5.0,38.75,41.6,47.3,38.75,41.0,8836146.0,6.0,6.0,5.0,44.69,86600.0,09:30:00,,0,2,0.10018018018,,33.58,24600.0,17.38,False,True
002878.XSHE_2017-08-24,0.993026859504,2017-08-24 00:00:00,2017-08-23 00:00:00,002878.XSHE,32.0,32.2,35.05,31.8,31.91,1175900.0,52.0,35.2,35.2,35.2,33.4,33.4,6334325.0,53.0,38.72,38.72,38.72,35.7,35.93,10323555.0,54.0,42.59,42.59,42.59,37.5,38.45,9882293.0,55.0,2.0,1.0,35.9,6663000.0,10:16:00,0.0,0,3,0.1,2411285.84091,44.69,12012822.0,17.38,False,False
002878.XSHE_2017-08-25,1.05658605306,2017-08-25 00:00:00,2017-08-24 00:00:00,002878.XSHE,35.2,35.2,35.2,33.4,33.4,6334325.0,53.0,38.72,38.72,38.72,35.7,35.93,10323555.0,54.0,42.59,42.59,42.59,37.5,38.45,9882293.0,55.0,46.85,46.85,46.85,42.6,45.0,8885871.0,56.0,3.0,2.0,37.51,8820500.0,13:25:00,0.0,0,1,0.1,2411285.84091,44.69,12012822.0,17.38,False,False
002878.XSHE_2017-08-28,1.0,2017-08-28 00:00:00,2017-08-25 00:00:00,002878.XSHE,38.72,38.72,38.72,35.7,35.93,10323555.0,54.0,42.59,42.59,42.59,37.5,38.45,9882293.0,55.0,46.85,46.85,46.85,42.6,45.0,8885871.0,56.0,44.6,50.5,51.54,44.6,46.85,12727079.0,57.0,4.0,3.0,42.6,5804600.0,09:58:00,0.0,0,1,0.10002347969,2411285.84091,44.69,12012822.0,17.38,False,False
002880.XSHE_2017-06-28,1.02527727624,2017-06-28 00:00:00,2017-06-27 00:00:00,002880.XSHE,64.08,64.08,64.08,64.08,64.08,106967.0,6.0,70.49,70.49,70.49,70.49,70.49,267847.0,7.0,77.54,77.54,77.54,75.01,77.54,17370778.0,8.0,78.26,80.5,85.29,76.13,79.5,12769095.0,9.0,9.0,8.0,75.99,3128800.0,09:30:00,,0,4,0.100094428706,,58.25,85933.0,33.14,False,True
002881.XSHE_2017-09-01,0.983940349871,2017-09-01 00:00:00,2017-08-31 00:00:00,002881.XSHE,28.82,29.15,32.0,27.74,28.0,6760723.0,49.0,31.7,31.7,31.7,31.7,31.7,3599493.0,50.0,34.87,34.87,34.87,33.56,34.87,15774634.0,51.0,31.38,34.8,38.36,31.38,34.31,13099460.0,52.0,2.0,1.0,34.87,331500.0,09:30:00,0.0,0,2,0.1,4206784.13889,36.77,17452638.0,11.83,False,False
002882.XSHE_2017-07-26,0.91724137931,2017-07-26 00:00:00,2017-07-25 00:00:00,002882.XSHE,14.38,14.38,14.38,14.38,14.38,253432.0,5.0,15.82,15.82,15.82,15.82,15.82,332774.0,6.0,17.4,17.4,17.4,15.88,16.68,49653937.0,7.0,16.63,17.11,19.14,15.95,15.96,37551366.0,8.0,8.0,7.0,15.88,25614200.0,09:57:00,,0,1,0.100229533282,,13.07,148066.0,7.44,False,True
002882.XSHE_2017-08-25,1.05324751317,2017-08-25 00:00:00,2017-08-24 00:00:00,002882.XSHE,14.13,14.35,15.5,13.75,14.0,9741699.0,27.0,15.54,15.54,15.54,14.06,14.1,36771822.0,28.0,17.09,17.09,17.09,15.09,15.1,43618421.0,29.0,18.6,18.73,18.8,17.26,18.0,45732861.0,30.0,2.0,1.0,15.09,34864000.0,10:57:00,0.0,0,1,0.0997876857749,16370413.8235,18.1,49653937.0,7.44,False,True
002883.XSHE_2017-08-29,0.915454545455,2017-08-29 00:00:00,2017-08-28 00:00:00,002883.XSHE,46.33,46.79,49.45,44.28,44.59,1928930.0,48.0,50.0,50.96,50.96,47.0,47.0,3553610.0,49.0,51.72,55.0,55.0,48.36,49.0,5438486.0,50.0,51.79,53.25,56.89,49.9,50.35,3988095.0,51.0,1.0,1.0,48.36,3979800.0,13:21:00,0.0,0,1,0.0792143319663,2471854.05405,57.09,8442676.0,18.8,False,False
002886.XSHE_2017-08-29,0.942442442442,2017-08-29 00:00:00,2017-08-28 00:00:00,002886.XSHE,33.03,33.99,34.72,31.0,31.02,4242741.0,40.0,36.33,36.33,36.33,35.66,35.88,4153858.0,41.0,37.35,39.96,39.96,36.4,38.19,7700027.0,42.0,41.09,41.09,41.09,37.66,37.66,11454576.0,43.0,2.0,1.0,38.0,2681100.0,09:32:00,0.0,0,1,0.0999091734787,2420127.51724,40.89,8903674.0,15.89,False,False
002886.XSHE_2017-08-30,1.03431491847,2017-08-30 00:00:00,2017-08-29 00:00:00,002886.XSHE,36.33,36.33,36.33,35.66,35.88,4153858.0,41.0,37.35,39.96,39.96,36.4,38.19,7700027.0,42.0,41.09,41.09,41.09,37.66,37.66,11454576.0,43.0,40.94,42.98,45.2,40.28,42.5,11240524.0,44.0,1.0,2.0,38.1,3899300.0,09:40:00,1.0,0,5,0.100133868809,2420127.51724,40.89,8903674.0,15.89,False,False
002888.XSHE_2017-08-21,0.976115650534,2017-08-21 00:00:00,2017-08-18 00:00:00,002888.XSHE,26.3,27.3,29.61,26.06,26.43,4961476.0,17.0,28.93,28.93,28.93,26.51,26.8,7780516.0,18.0,31.82,31.82,31.82,29.78,29.99,12627696.0,19.0,30.15,31.58,35.0,29.84,31.06,9600970.0,20.0,2.0,1.0,29.78,4439700.0,09:42:00,0.0,0,1,0.1,5608432.5,29.24,11207650.0,10.76,False,True
002888.XSHE_2017-08-23,1.02502261079,2017-08-23 00:00:00,2017-08-22 00:00:00,002888.XSHE,31.82,31.82,31.82,29.78,29.99,12627696.0,19.0,30.15,31.58,35.0,29.84,31.06,9600970.0,20.0,33.17,33.17,33.17,29.6,30.33,9510498.0,21.0,32.34,36.4,36.49,31.52,34.0,13069032.0,22.0,1.0,3.0,29.6,8590100.0,13:09:00,2.0,1,1,0.100165837479,5667618.42857,29.24,11207650.0,10.76,False,True
002889.XSHE_2017-08-29,0.905891163255,2017-08-29 00:00:00,2017-08-28 00:00:00,002889.XSHE,33.11,33.6,34.63,30.88,31.01,10296000.0,19.0,36.42,36.42,36.42,33.2,33.6,15072647.0,20.0,37.0,40.06,40.06,35.36,35.89,19691434.0,21.0,39.68,40.5,40.7,36.29,36.29,16636505.0,22.0,2.0,1.0,35.39,14457700.0,14:12:00,1.0,0,0,0.0999697976442,12204498.2,35.49,17187372.0,15.53,False,True
002892.XSHE_2017-09-04,0.900747065101,2017-09-04 00:00:00,2017-09-01 00:00:00,002892.XSHE,54.21,54.21,54.21,54.21,54.21,140337.0,8.0,59.63,59.63,59.63,59.63,59.63,594127.0,9.0,65.59,65.59,65.59,60.12,62.66,12367627.0,10.0,59.03,61.5,72.15,59.03,59.08,7828336.0,11.0,11.0,10.0,60.25,11021900.0,14:39:00,,0,3,0.100040584416,,49.28,165935.0,21.07,False,True
300019.XSHE_2017-06-14,1.03064066852,2017-06-14 00:00:00,2017-06-13 00:00:00,300019.XSHE,8.9,9.15,10.1,8.88,9.15,1592444.0,1.0,9.79,9.79,9.79,9.25,9.25,5613435.0,2.0,10.77,10.77,10.77,10.31,10.51,6287187.0,3.0,11.23,11.6,11.85,10.89,11.1,25853750.0,4.0,2.0,1.0,10.45,4097900.0,09:31:00,0.0,0,1,0.100102145046,3946101.68235,14.05,17746819.0,8.46,False,False
300027.XSHE_2017-07-27,0.978461538462,2017-07-27 00:00:00,2017-07-26 00:00:00,300027.XSHE,8.84,9.09,9.09,8.22,8.25,104787059.0,32.0,8.86,9.06,9.72,8.73,8.8,71645583.0,33.0,9.69,9.75,9.75,8.77,8.8,156565664.0,34.0,9.39,9.59,10.66,9.3,9.54,97387071.0,35.0,1.0,1.0,8.77,135119200.0,14:16:00,0.0,0,0,0.0936794582393,18712058.6706,10.52,46063038.0,7.59,False,False
300035.XSHE_2017-06-26,1.07775119617,2017-06-26 00:00:00,2017-06-23 00:00:00,300035.XSHE,6.91,7.19,7.89,6.9,7.16,12217102.0,9.0,7.6,7.6,7.6,6.93,6.94,52222284.0,10.0,8.36,8.36,8.36,7.73,7.8,71765051.0,11.0,8.9,9.09,9.2,8.52,9.01,115092992.0,12.0,2.0,1.0,7.77,36421200.0,09:48:00,1.0,0,2,0.1,9764663.16867,8.22,39454036.0,6.08,False,False
300035.XSHE_2017-07-28,1.03743315508,2017-07-28 00:00:00,2017-07-27 00:00:00,300035.XSHE,8.26,8.89,8.89,8.21,8.55,58718121.0,33.0,8.5,8.78,9.09,8.08,8.08,54826796.0,34.0,9.35,9.35,9.35,8.36,8.37,68893030.0,35.0,9.58,9.91,10.29,9.3,9.7,95711862.0,36.0,1.0,1.0,8.37,61141200.0,11:26:00,3.0,1,1,0.1,18169232.4321,9.09,115092992.0,6.08,False,False
300038.XSHE_2017-08-22,1.01719544684,2017-08-22 00:00:00,2017-08-21 00:00:00,300038.XSHE,34.13,35.34,38.5,33.0,35.01,4139546.0,40.0,37.54,37.54,37.54,37.54,37.54,1642002.0,41.0,41.29,41.29,41.29,39.1,39.79,17364488.0,42.0,41.6,42.5,45.42,40.39,42.0,13834024.0,43.0,2.0,1.0,39.55,11108500.0,09:54:00,0.0,0,2,0.0999121007911,2282605.64286,43.86,8830465.0,33.51,False,False
300053.XSHE_2017-09-05,0.995803357314,2017-09-05 00:00:00,2017-09-04 00:00:00,300053.XSHE,13.78,13.86,14.72,13.3,13.39,23575898.0,60.0,15.16,15.16,15.16,14.13,14.21,45088832.0,61.0,16.21,16.68,16.68,15.45,15.5,118851602.0,62.0,17.83,17.83,17.83,16.61,16.61,130878248.0,63.0,2.0,1.0,15.55,49910200.0,09:47:00,0.0,0,1,0.100145137881,12167197.6905,15.08,39224760.0,11.57,False,False
300053.XSHE_2017-09-06,1.00953449243,2017-09-06 00:00:00,2017-09-05 00:00:00,300053.XSHE,15.16,15.16,15.16,14.13,14.21,45088832.0,61.0,16.21,16.68,16.68,15.45,15.5,118851602.0,62.0,17.83,17.83,17.83,16.61,16.61,130878248.0,63.0,16.92,18.0,19.61,16.67,18.0,127284248.0,64.0,1.0,2.0,16.66,103198500.0,11:22:00,1.0,0,2,0.100145137881,12234212.9277,15.08,39224760.0,11.57,False,False
300073.XSHE_2017-09-07,0.97399181765,2017-09-07 00:00:00,2017-09-06 00:00:00,300073.XSHE,28.28,28.36,29.78,26.54,27.01,32814521.0,62.0,31.11,31.11,31.11,28.81,29.41,35815300.0,63.0,33.0,34.22,34.22,32.5,33.0,73291631.0,64.0,33.18,34.49,36.3,32.23,33.33,56249152.0,65.0,2.0,1.0,,,,0.0,0,0,0.100070721358,17448862.8642,29.36,45578030.0,16.06,False,False
300078.XSHE_2017-07-27,1.04166666667,2017-07-27 00:00:00,2017-07-26 00:00:00,300078.XSHE,11.66,11.66,11.66,10.51,10.55,28138436.0,32.0,11.78,12.24,12.83,11.22,11.4,46520384.0,33.0,12.96,12.96,12.96,11.41,11.58,55258062.0,34.0,12.76,13.68,14.26,12.73,13.5,72473314.0,35.0,1.0,2.0,11.44,42155000.0,13:03:00,2.0,0,1,0.100169779287,14639680.5952,14.2,51402452.0,9.32,False,False
300080.XSHE_2017-07-10,0.853305785124,2017-07-10 00:00:00,2017-07-07 00:00:00,300080.XSHE,8.0,8.25,8.7,7.86,7.9,11008433.0,19.0,8.8,8.8,8.8,7.86,7.94,29029281.0,20.0,9.1,9.68,9.68,9.03,9.68,68410419.0,21.0,8.19,8.6,10.01,8.19,8.26,46488414.0,22.0,2.0,1.0,9.68,11028500.0,09:30:00,0.0,0,1,0.1,7092087.41176,9.79,24671517.0,7.04,False,False
300088.XSHE_2017-08-14,1.03591470258,2017-08-14 00:00:00,2017-08-11 00:00:00,300088.XSHE,15.88,15.88,15.88,14.7,14.88,114039791.0,1.0,16.2,16.77,17.47,15.72,15.95,96354313.0,2.0,17.82,17.82,17.82,16.1,16.5,99583228.0,3.0,18.72,19.1,19.6,18.21,18.46,132116786.0,4.0,1.0,2.0,16.11,59531400.0,10:45:00,1.0,0,4,0.1,60268774.4756,17.09,214793143.0,10.4,False,False
300093.XSHE_2017-07-19,1.001179941,2017-07-19 00:00:00,2017-07-18 00:00:00,300093.XSHE,14.01,15.18,16.75,13.72,15.07,8835466.0,26.0,15.41,15.41,15.41,14.05,14.14,8385974.0,27.0,16.95,16.95,16.95,15.78,16.14,21450381.0,28.0,16.67,16.97,18.65,16.35,16.97,17335376.0,29.0,2.0,1.0,15.78,14420900.0,10:53:00,1.0,0,1,0.0999351070733,2867179.08333,24.55,17554032.0,13.42,False,False
300105.XSHE_2017-08-24,0.946115288221,2017-08-24 00:00:00,2017-08-23 00:00:00,300105.XSHE,6.59,6.78,7.45,6.59,6.73,4837777.0,52.0,7.25,7.25,7.25,6.63,6.66,9474639.0,53.0,7.8,7.98,7.98,7.43,7.5,59491913.0,54.0,7.64,7.72,8.58,7.38,7.55,47143306.0,55.0,2.0,1.0,7.43,15756200.0,09:37:00,0.0,0,1,0.100151745068,5155782.50602,8.05,23669520.0,5.89,False,False
300153.XSHE_2017-06-15,0.995355009954,2017-06-15 00:00:00,2017-06-14 00:00:00,300153.XSHE,12.45,12.45,12.45,11.42,11.42,4459024.0,2.0,13.7,13.7,13.7,13.7,13.7,1824582.0,3.0,15.07,15.07,15.07,14.37,14.48,30766223.0,4.0,15.46,15.77,16.58,14.63,15.0,41383487.0,5.0,3.0,2.0,14.37,24579100.0,10:01:00,0.0,0,1,0.100401606426,4750923.97619,18.31,22339017.0,10.85,False,False
300168.XSHE_2017-07-28,0.98246797033,2017-07-28 00:00:00,2017-07-27 00:00:00,300168.XSHE,12.25,12.75,14.06,12.06,12.75,26808327.0,19.0,13.48,13.48,13.48,12.15,12.19,27703389.0,20.0,14.83,14.83,14.83,14.2,14.69,110488583.0,21.0,15.15,15.19,16.31,14.45,14.57,86250020.0,22.0,2.0,1.0,14.23,51141300.0,10:00:00,0.0,0,6,0.100408163265,11903777.1765,20.5,35501710.0,12.63,False,False
300175.XSHE_2017-07-28,1.00529100529,2017-07-28 00:00:00,2017-07-27 00:00:00,300175.XSHE,7.81,7.97,8.55,7.71,7.77,8387989.0,33.0,8.59,8.59,8.59,7.65,7.78,27642035.0,34.0,9.45,9.45,9.45,9.05,9.05,56600957.0,35.0,9.78,9.92,10.4,9.31,9.5,93563802.0,36.0,2.0,1.0,9.16,15411300.0,09:30:00,0.0,0,1,0.100116414435,17195078.7059,16.38,119929277.0,7.09,False,False
300198.XSHE_2017-09-05,1.03002610966,2017-09-05 00:00:00,2017-09-04 00:00:00,300198.XSHE,6.33,6.33,6.33,6.33,6.33,638400.0,0.0,6.96,6.96,6.96,6.96,6.96,1162500.0,1.0,7.66,7.66,7.66,7.6,7.66,96360331.0,2.0,8.43,8.43,8.43,7.84,7.89,94663246.0,3.0,3.0,2.0,7.66,682600.0,09:30:00,,0,3,0.100869565217,14400122.5952,7.79,57085568.0,5.61,False,False
