,change,date,last_day,stock,close0,high0,high_limit0,low0,open0,volume0,day0,close1,high1,high_limit1,low1,open1,volume1,day1,close2,high2,high_limit2,low2,open2,volume2,day2,close3,high3,high_limit3,low3,open3,volume3,day3,recent,last_recent,minute_low,minute_volume,minute,nearby,wave,top_count,vol5,volume_mean,recent_high,volume_high,recent_low,st,isnew
600275.XSHG_2017-09-08,,2017-09-08 00:00:00,2017-09-07 00:00:00,600275.XSHG,7.21,7.21,7.21,6.83,6.88,4569001.0,63.0,7.57,7.57,7.57,7.35,7.4,2510501.0,64.0,7.73,7.95,7.95,7.35,7.83,17206484.0,65.0,,,,,,,,3.0,2.0,7.74,3609700.0,09:35:00,4.0,2,0,0.0499306518724,5423276.79487,8.43,27628501.0,5.53,True,False
600291.XSHG_2017-07-25,0.993833780161,2017-07-25 00:00:00,2017-07-24 00:00:00,600291.XSHG,34.71,34.71,34.71,31.21,31.56,90401196.0,30.0,33.91,37.83,38.18,33.0,34.87,121472380.0,31.0,37.3,37.3,37.3,32.66,33.4,109651157.0,32.0,36.98,38.42,41.03,36.0,37.07,105801353.0,33.0,1.0,2.0,32.7,104330200.0,14:51:00,1.0,0,1,0.100158478605,26760307.1481,32.08,109475997.0,13.81,False,False
600295.XSHG_2017-07-19,1.08531468531,2017-07-19 00:00:00,2017-07-18 00:00:00,600295.XSHG,11.82,12.25,12.29,10.24,11.34,43087767.0,26.0,13.0,13.0,13.0,11.5,11.6,48165683.0,27.0,14.3,14.3,14.3,13.35,13.35,41780946.0,28.0,15.73,15.73,15.73,14.96,15.52,82427451.0,29.0,2.0,1.0,13.36,33560200.0,10:15:00,0.0,0,1,0.1,9424042.59524,12.8,49694460.0,8.32,False,False
600295.XSHG_2017-07-20,1.01017164654,2017-07-20 00:00:00,2017-07-19 00:00:00,600295.XSHG,13.0,13.0,13.0,11.5,11.6,48165683.0,27.0,14.3,14.3,14.3,13.35,13.35,41780946.0,28.0,15.73,15.73,15.73,14.96,15.52,82427451.0,29.0,16.51,16.6,17.3,15.57,15.89,77262278.0,30.0,3.0,2.0,15.5,8426100.0,09:30:00,0.0,0,7,0.1,9442860.46988,12.8,49694460.0,8.32,False,False
600295.XSHG_2017-08-18,1.03004043905,2017-08-18 00:00:00,2017-08-17 00:00:00,600295.XSHG,14.92,15.59,15.69,14.42,14.43,50480700.0,48.0,15.74,16.41,16.41,14.44,15.8,68692439.0,49.0,17.31,17.31,17.31,15.26,15.26,63446880.0,50.0,19.04,19.04,19.04,17.33,17.83,54761176.0,51.0,1.0,1.0,15.27,41933900.0,10:04:00,3.0,1,1,0.0997458703939,19140513.0741,16.6,82427451.0,8.32,False,False
600295.XSHG_2017-08-21,1.03413865546,2017-08-21 00:00:00,2017-08-18 00:00:00,600295.XSHG,15.74,16.41,16.41,14.44,15.8,68692439.0,49.0,17.31,17.31,17.31,15.26,15.26,63446880.0,50.0,19.04,19.04,19.04,17.33,17.83,54761176.0,51.0,20.34,20.9,20.94,19.56,19.69,73744840.0,52.0,2.0,1.0,17.35,50089700.0,11:23:00,3.0,1,1,0.0999422299249,19223769.2125,16.6,82427451.0,8.32,False,False
600306.XSHG_2017-07-21,1.0510805501,2017-07-21 00:00:00,2017-07-20 00:00:00,600306.XSHG,13.06,13.09,14.36,12.92,13.0,2855852.0,28.0,13.88,14.37,14.37,12.95,13.06,7808351.0,29.0,15.27,15.27,15.27,13.67,13.74,20314348.0,30.0,15.93,16.69,16.8,15.7,16.05,36153944.0,31.0,1.0,1.0,13.67,7971000.0,10:00:00,0.0,0,2,0.100144092219,2433825.11905,17.07,7832120.0,12.36,False,False
600322.XSHG_2017-08-17,0.960616438356,2017-08-17 00:00:00,2017-08-16 00:00:00,600322.XSHG,5.08,5.15,5.62,5.08,5.08,7791301.0,47.0,5.31,5.59,5.59,5.08,5.08,32968978.0,48.0,5.84,5.84,5.84,5.6,5.8,74143621.0,49.0,5.83,5.98,6.42,5.61,5.61,61996737.0,50.0,1.0,1.0,5.62,12698500.0,09:30:00,0.0,0,5,0.0998116760829,10918230.8235,7.17,58825892.0,4.83,False,False
600326.XSHG_2017-07-13,1.03270223752,2017-07-13 00:00:00,2017-07-12 00:00:00,600326.XSHG,9.6,9.9,9.98,9.15,9.18,96268591.0,22.0,10.56,10.56,10.56,9.69,9.8,164525318.0,23.0,11.62,11.62,11.62,11.31,11.31,49786600.0,24.0,12.09,12.4,12.78,11.61,12.0,252560921.0,25.0,2.0,1.0,11.61,25084900.0,09:30:00,0.0,0,1,0.100378787879,54806311.8554,11.17,207672241.0,7.41,False,False
600335.XSHG_2017-07-24,0.944235116805,2017-07-24 00:00:00,2017-07-21 00:00:00,600335.XSHG,10.96,11.17,11.95,10.78,10.79,4205259.0,29.0,12.06,12.06,12.06,11.33,11.5,16805474.0,30.0,12.53,13.27,13.27,12.35,12.44,29880199.0,31.0,12.43,12.59,13.78,12.11,12.53,11992279.0,32.0,2.0,1.0,12.35,7696700.0,09:51:00,0.0,0,1,0.100364963504,5330032.21176,14.4,15367033.0,9.83,False,False
600392.XSHG_2017-07-31,1.00049455984,2017-07-31 00:00:00,2017-07-28 00:00:00,600392.XSHG,17.0,17.61,18.62,16.54,16.61,92694278.0,34.0,18.38,18.7,18.7,16.65,16.9,118720919.0,35.0,20.22,20.22,20.22,18.35,18.39,137876933.0,36.0,20.49,20.59,22.24,19.46,20.23,110948319.0,37.0,1.0,1.0,18.39,127271600.0,14:26:00,1.0,0,1,0.100108813928,23576887.6429,17.93,108037618.0,10.71,False,False
600425.XSHG_2017-07-11,0.971830985915,2017-07-11 00:00:00,2017-07-10 00:00:00,600425.XSHG,3.23,3.24,3.36,3.18,3.18,17303887.0,20.0,3.38,3.39,3.39,3.21,3.23,47274820.0,21.0,3.45,3.55,3.55,3.34,3.37,58986768.0,22.0,3.42,3.46,3.62,3.29,3.45,34311776.0,23.0,1.0,1.0,3.35,32010800.0,10:35:00,0.0,0,0,0.046439628483,60981996.1975,8.29,369535161.0,2.94,True,False
600425.XSHG_2017-07-18,1.02374670185,2017-07-18 00:00:00,2017-07-17 00:00:00,600425.XSHG,3.74,3.74,3.74,3.53,3.55,51488959.0,25.0,3.61,3.85,3.93,3.55,3.78,68887680.0,26.0,3.79,3.79,3.79,3.62,3.62,41829809.0,27.0,3.98,3.98,3.98,3.82,3.88,44471976.0,28.0,1.0,2.0,3.62,37614200.0,14:22:00,1.0,0,1,0.0505617977528,56991379.8734,8.29,369535161.0,2.94,True,False
600425.XSHG_2017-07-19,1.0175879397,2017-07-19 00:00:00,2017-07-18 00:00:00,600425.XSHG,3.61,3.85,3.93,3.55,3.78,68887680.0,26.0,3.79,3.79,3.79,3.62,3.62,41829809.0,27.0,3.98,3.98,3.98,3.82,3.88,44471976.0,28.0,3.98,4.18,4.18,3.97,4.05,64363666.0,29.0,2.0,1.0,3.82,19124800.0,09:57:00,1.0,0,1,0.0505617977528,57058693.5769,8.29,369535161.0,2.94,True,False
600425.XSHG_2017-07-20,0.956937799043,2017-07-20 00:00:00,2017-07-19 00:00:00,600425.XSHG,3.79,3.79,3.79,3.62,3.62,41829809.0,27.0,3.98,3.98,3.98,3.82,3.88,44471976.0,28.0,3.98,4.18,4.18,3.97,4.05,64363666.0,29.0,3.98,4.07,4.18,3.91,4.0,42737106.0,30.0,3.0,2.0,4.01,15156600.0,09:43:00,1.0,0,0,0.0505617977528,57216707.3117,8.29,369535161.0,2.94,True,False
600490.XSHG_2017-08-30,1.00755939525,2017-08-30 00:00:00,2017-08-29 00:00:00,600490.XSHG,8.7,8.7,8.7,8.52,8.7,55255835.0,0.0,8.42,8.85,9.57,8.4,8.7,140241877.0,1.0,8.85,9.26,9.26,8.43,8.5,145308721.0,2.0,9.74,9.74,9.74,9.25,9.33,184297637.0,3.0,1.0,2.0,8.44,107343800.0,14:05:00,,0,0,0.0998735777497,21087782.8333,9.25,208460247.0,6.99,False,False
600490.XSHG_2017-08-31,1.02669404517,2017-08-31 00:00:00,2017-08-30 00:00:00,600490.XSHG,8.42,8.85,9.57,8.4,8.7,140241877.0,1.0,8.85,9.26,9.26,8.43,8.5,145308721.0,2.0,9.74,9.74,9.74,9.25,9.33,184297637.0,3.0,9.7,10.36,10.71,9.64,10.0,268862442.0,4.0,1.0,1.0,9.25,62604100.0,09:33:00,0.0,0,1,0.100564971751,21216289.8554,9.25,208460247.0,6.99,False,False
600496.XSHG_2017-09-07,1.0016,2017-09-07 00:00:00,2017-09-06 00:00:00,600496.XSHG,5.43,5.43,5.43,5.39,5.43,97516517.0,62.0,5.68,5.86,5.97,5.48,5.58,274249587.0,63.0,6.25,6.25,6.25,5.92,6.0,237011416.0,64.0,5.81,6.26,6.88,5.71,6.26,294934172.0,65.0,1.0,2.0,6.25,31873400.0,09:30:00,2.0,0,3,0.100352112676,45332033.5488,5.5,185296110.0,4.13,False,False
600507.XSHG_2017-07-19,1.08076225045,2017-07-19 00:00:00,2017-07-18 00:00:00,600507.XSHG,9.11,9.35,9.81,8.51,8.9,43205378.0,26.0,10.02,10.02,10.02,9.02,9.07,52902379.0,27.0,11.02,11.02,11.02,10.31,10.31,61510798.0,28.0,11.49,11.94,12.12,11.05,11.91,116561108.0,29.0,2.0,1.0,10.35,32475100.0,09:51:00,0.0,0,1,0.0998902305159,17900361.7176,9.3,46676852.0,6.13,False,False
600516.XSHG_2017-07-07,1.05549327354,2017-07-07 00:00:00,2017-07-06 00:00:00,600516.XSHG,15.55,15.83,15.83,14.59,14.72,194800553.0,18.0,16.22,16.62,17.11,15.37,15.4,193679562.0,19.0,17.84,17.84,17.84,16.28,16.35,181125662.0,20.0,18.81,19.5,19.62,18.21,18.83,248127278.0,21.0,1.0,1.0,16.29,165879200.0,13:42:00,1.0,0,1,0.0998766954377,47273739.3452,14.96,168114310.0,8.66,False,False
600516.XSHG_2017-07-19,0.983397190294,2017-07-19 00:00:00,2017-07-18 00:00:00,600516.XSHG,19.42,20.25,21.13,17.85,19.09,216875127.0,26.0,21.35,21.36,21.36,18.8,19.11,236147919.0,27.0,23.23,23.49,23.49,20.99,21.21,241891298.0,28.0,23.8,24.83,25.55,23.1,23.1,203979952.0,29.0,1.0,1.0,21.0,180404900.0,14:15:00,2.0,0,1,0.0993820803296,58689111.7561,20.5,289686960.0,8.66,False,False
600516.XSHG_2017-08-02,0.9920541495,2017-08-02 00:00:00,2017-07-28 00:00:00,600516.XSHG,28.08,29.09,31.37,27.58,28.98,169118018.0,34.0,30.89,30.89,30.89,28.61,29.0,207799757.0,35.0,33.98,33.98,33.98,31.31,32.3,229889592.0,36.0,34.15,34.78,37.38,33.33,33.71,158725559.0,37.0,2.0,1.0,31.4,112472600.0,10:08:00,3.0,0,4,0.100071225071,71749604.5823,29.85,289686960.0,8.66,False,False
600549.XSHG_2017-08-02,0.951234017247,2017-08-02 00:00:00,2017-08-01 00:00:00,600549.XSHG,30.5,30.5,30.5,29.29,29.48,104865770.0,36.0,30.57,31.7,33.55,30.53,31.58,94961119.0,37.0,32.25,33.63,33.63,30.43,30.78,101746348.0,38.0,32.43,33.16,35.48,31.55,31.99,67348346.0,39.0,1.0,2.0,30.44,71182800.0,13:06:00,2.0,0,0,0.0998918139199,16937074.4762,28.35,73560741.0,17.85,False,False
600569.XSHG_2017-08-04,1.09950248756,2017-08-04 00:00:00,2017-08-03 00:00:00,600569.XSHG,3.32,3.42,3.58,3.25,3.25,48911202.0,38.0,3.65,3.65,3.65,3.32,3.32,115826909.0,39.0,4.02,4.02,4.02,3.88,3.95,108842127.0,40.0,4.42,4.42,4.42,4.15,4.42,336662863.0,41.0,2.0,1.0,3.94,34324300.0,09:30:00,0.0,0,1,0.101369863014,19189872.6118,3.59,69691071.0,2.57,False,False
600569.XSHG_2017-08-07,1.02488687783,2017-08-07 00:00:00,2017-08-04 00:00:00,600569.XSHG,3.65,3.65,3.65,3.32,3.32,115826909.0,39.0,4.02,4.02,4.02,3.88,3.95,108842127.0,40.0,4.42,4.42,4.42,4.15,4.42,336662863.0,41.0,4.37,4.58,4.86,4.26,4.53,268990618.0,42.0,3.0,2.0,4.42,24646400.0,09:30:00,0.0,0,3,0.101369863014,19141842.2619,3.59,69691071.0,2.57,False,False
