,change,date,last_day,stock,close0,high0,high_limit0,low0,open0,volume0,day0,close1,high1,high_limit1,low1,open1,volume1,day1,close2,high2,high_limit2,low2,open2,volume2,day2,close3,high3,high_limit3,low3,open3,volume3,day3,recent,last_recent,minute_low,minute_volume,minute,nearby,wave,vol5,volume_mean,recent_high,volume_high,recent_low,st,isnew
600846.XSHG_2017-07-31,0.954162768943,2017-07-31 00:00:00,2017-07-28 00:00:00,600846.XSHG,9.66,10.15,10.88,9.61,9.8,67562906.0,13.0,9.72,10.05,10.63,9.51,9.51,53996779.0,14.0,10.44,10.69,10.69,9.79,9.93,95943638.0,15.0,10.3,10.58,11.48,10.06,10.2,70995258.0,16.0,1.0,1.0,9.79,54513100.0,10:51:00,2.0,1,0.0740740740741,12802217.0,9.95,108770636.0,7.45,False,False
600846.XSHG_2017-08-03,1.0480349345,2017-08-03 00:00:00,2017-08-02 00:00:00,600846.XSHG,10.3,10.58,11.48,10.06,10.2,70995258.0,16.0,10.41,10.8,11.33,10.03,10.25,72670318.0,17.0,11.45,11.45,11.45,10.8,10.8,37582628.0,18.0,11.85,12.5,12.6,11.45,12.0,120860557.0,19.0,1.0,1.0,11.01,11182600.0,09:30:00,2.0,1,0.0999039385207,14489039.5422,10.69,108770636.0,7.45,False,False
600862.XSHG_2017-08-04,1.03188662533,2017-08-04 00:00:00,2017-08-03 00:00:00,600862.XSHG,10.21,10.51,11.57,10.17,10.5,11758698.0,17.0,10.26,10.32,11.23,10.16,10.21,6738485.0,18.0,11.29,11.29,11.29,10.31,10.31,35294903.0,19.0,11.79,11.99,12.42,11.41,11.65,52694570.0,20.0,1.0,1.0,10.32,23923000.0,13:07:00,1.0,0,0.100389863548,5749567.63529,12.64,26804606.0,8.73,False,False
600961.XSHG_2017-08-09,0.956484641638,2017-08-09 00:00:00,2017-08-08 00:00:00,600961.XSHG,10.5,10.65,11.03,9.78,9.98,13656343.0,20.0,10.65,11.0,11.55,10.36,10.54,14111446.0,21.0,11.72,11.72,11.72,10.67,10.78,35731225.0,22.0,11.23,11.43,12.89,11.06,11.21,22522653.0,23.0,1.0,1.0,10.67,4616300.0,09:47:00,1.0,0,0.100469483568,4119240.91765,11.55,20841646.0,7.66,False,False
600971.XSHG_2017-07-31,0.976013234078,2017-07-31 00:00:00,2017-07-28 00:00:00,600971.XSHG,10.82,11.69,12.99,10.71,11.61,103250811.0,13.0,10.99,11.14,11.9,10.76,10.76,65651062.0,14.0,11.92,12.09,12.09,10.96,11.02,107877479.0,15.0,11.24,11.84,13.11,11.11,11.8,77759939.0,16.0,1.0,1.0,10.96,100591400.0,14:51:00,1.0,0,0.0846223839854,24947612.1412,12.49,109106097.0,6.57,False,False
600971.XSHG_2017-08-09,0.974960876369,2017-08-09 00:00:00,2017-08-08 00:00:00,600971.XSHG,11.93,11.96,12.31,10.77,11.06,73093508.0,20.0,11.62,12.09,13.12,11.38,11.8,71367949.0,21.0,12.78,12.78,12.78,11.37,11.67,119104697.0,22.0,12.39,12.58,14.06,12.06,12.46,79897242.0,23.0,1.0,1.0,11.38,93016300.0,14:41:00,1.0,0,0.0998278829604,28810337.2619,12.49,109106097.0,6.57,False,False
601011.XSHG_2017-07-28,1.05396825397,2017-07-28 00:00:00,2017-07-27 00:00:00,601011.XSHG,8.53,8.68,8.7,7.82,7.82,168747051.0,12.0,8.59,9.37,9.38,8.4,8.41,173122266.0,13.0,9.45,9.45,9.45,8.62,8.62,198801211.0,14.0,10.4,10.4,10.4,9.83,9.96,162229195.0,15.0,1.0,1.0,8.68,93613000.0,09:55:00,1.0,0,0.100116414435,28817317.3012,8.4,224750900.0,5.1,False,False
601101.XSHG_2017-07-31,0.993537964459,2017-07-31 00:00:00,2017-07-28 00:00:00,601101.XSHG,10.78,11.88,12.57,10.63,11.3,70379556.0,13.0,11.25,11.61,11.86,10.56,10.6,56907066.0,14.0,12.38,12.38,12.38,11.15,11.15,74952616.0,15.0,11.92,12.3,13.62,11.7,12.3,57586062.0,16.0,1.0,1.0,11.16,62766400.0,14:42:00,1.0,0,0.100444444444,19107278.0494,11.95,92198408.0,6.32,False,False
601106.XSHG_2017-07-14,1.0029154519,2017-07-14 00:00:00,2017-07-13 00:00:00,601106.XSHG,3.24,3.27,3.33,3.18,3.2,33826624.0,2.0,3.27,3.29,3.4,3.22,3.25,21127142.0,3.0,3.43,3.43,3.43,3.25,3.26,52017194.0,4.0,3.49,3.6,3.6,3.31,3.44,88784119.0,5.0,1.0,1.0,3.25,14379400.0,10:11:00,0.0,0,0.0491803278689,27282233.3133,4.57,95434718.0,2.85,True,False
601106.XSHG_2017-07-27,0.992207792208,2017-07-27 00:00:00,2017-07-26 00:00:00,601106.XSHG,3.69,3.7,3.85,3.58,3.7,38277591.0,11.0,3.67,3.7,3.87,3.63,3.7,18001295.0,12.0,3.8,3.85,3.85,3.65,3.69,43641031.0,13.0,3.81,3.9,3.99,3.79,3.82,26307418.0,14.0,1.0,1.0,3.65,10937800.0,09:53:00,3.0,1,0.0354223433243,27189912.9615,4.57,97234206.0,2.85,True,False
601106.XSHG_2017-08-04,0.984496124031,2017-08-04 00:00:00,2017-08-03 00:00:00,601106.XSHG,3.66,3.77,3.98,3.65,3.77,38455922.0,17.0,3.69,3.73,3.84,3.62,3.66,19238168.0,18.0,3.81,3.87,3.87,3.77,3.77,37863061.0,19.0,3.85,3.88,4.0,3.79,3.81,23396435.0,20.0,1.0,1.0,3.77,5091200.0,09:32:00,3.0,1,0.0343007915567,26339292.0649,4.57,97234206.0,2.85,True,False
601519.XSHG_2017-08-11,,2017-08-11 00:00:00,2017-08-10 00:00:00,601519.XSHG,4.12,4.15,4.32,4.09,4.11,7261323.0,22.0,4.17,4.27,4.33,4.12,4.22,14083117.0,23.0,4.28,4.38,4.38,4.09,4.14,26171124.0,24.0,,,,,,,,1.0,1.0,4.09,10573600.0,10:28:00,1.0,0,0.0263788968825,11351692.7407,6.44,35599202.0,3.57,True,False
601558.XSHG_2017-08-07,1.01785714286,2017-08-07 00:00:00,2017-08-04 00:00:00,601558.XSHG,1.58,1.58,1.65,1.56,1.57,30082800.0,18.0,1.6,1.62,1.66,1.57,1.57,61475494.0,19.0,1.68,1.68,1.68,1.59,1.6,65862213.0,20.0,1.75,1.76,1.76,1.69,1.71,178877463.0,21.0,1.0,1.0,1.59,23212300.0,09:42:00,2.0,1,0.05,76820962.925,2.44,491558325.0,1.36,True,False
601666.XSHG_2017-08-04,0.948179271709,2017-08-04 00:00:00,2017-08-03 00:00:00,601666.XSHG,6.41,6.66,6.95,6.23,6.33,95122297.0,17.0,6.49,6.51,7.05,6.29,6.34,69709592.0,18.0,6.75,7.14,7.14,6.47,6.47,190741658.0,19.0,6.91,6.95,7.43,6.4,6.77,129693170.0,20.0,1.0,1.0,6.47,69535400.0,10:11:00,1.0,0,0.0521327014218,34111403.0235,6.98,199869176.0,4.62,False,False
601666.XSHG_2017-08-09,1.01338688086,2017-08-09 00:00:00,2017-08-08 00:00:00,601666.XSHG,6.91,6.95,7.43,6.4,6.77,129693170.0,20.0,6.79,7.06,7.6,6.7,6.91,110390053.0,21.0,7.47,7.47,7.47,6.83,6.94,177446132.0,22.0,7.79,7.95,8.22,7.42,7.57,223300164.0,23.0,1.0,1.0,6.83,156193500.0,13:27:00,1.0,0,0.100147275405,35924283.5833,7.14,199869176.0,4.62,False,False
601699.XSHG_2017-08-09,0.962997224792,2017-08-09 00:00:00,2017-08-08 00:00:00,601699.XSHG,10.29,10.36,10.98,9.54,9.95,142544144.0,20.0,9.83,10.44,11.32,9.76,10.18,124152133.0,21.0,10.81,10.81,10.81,9.82,9.98,212819337.0,22.0,10.93,10.96,11.89,10.35,10.41,151972458.0,23.0,1.0,1.0,9.83,179549400.0,14:43:00,0.0,0,0.0996948118006,43971145.4941,10.55,184773281.0,6.54,False,False
601919.XSHG_2017-08-07,0.967005076142,2017-08-07 00:00:00,2017-08-04 00:00:00,601919.XSHG,7.17,7.3,8.01,6.95,7.28,99639541.0,6.0,7.16,7.29,7.89,7.01,7.12,103280246.0,7.0,7.76,7.88,7.88,7.07,7.16,147642532.0,8.0,8.23,8.52,8.54,7.56,7.62,196610632.0,9.0,1.0,1.0,7.07,116715400.0,14:38:00,1.0,0,0.0837988826816,41681398.5181,7.52,247899423.0,5.01,False,False
603305.XSHG_2017-07-31,1.05606523955,2017-07-31 00:00:00,2017-07-28 00:00:00,603305.XSHG,44.59,46.38,51.45,43.51,46.0,15924660.0,13.0,44.59,48.52,49.05,44.2,46.88,17750391.0,14.0,49.05,49.05,49.05,46.4,46.8,6516471.0,15.0,48.23,51.8,53.96,45.73,51.8,16861281.0,16.0,1.0,1.0,46.42,5144700.0,09:45:00,0.0,0,0.100022426553,,48.4,19665833.0,13.51,False,True
603387.XSHG_2017-08-01,0.982508373651,2017-08-01 00:00:00,2017-07-31 00:00:00,603387.XSHG,48.56,51.6,54.65,48.47,49.23,7492138.0,9.0,48.85,49.7,53.42,47.11,47.62,5518442.0,10.0,53.74,53.74,53.74,48.41,48.55,8446414.0,11.0,51.87,54.48,59.11,51.4,52.8,8273687.0,12.0,1.0,1.0,48.41,7226500.0,14:33:00,0.0,0,0.100102354145,13035088.0,51.49,16828509.0,32.04,False,True
603595.XSHG_2017-07-26,1.04,2017-07-26 00:00:00,2017-07-25 00:00:00,603595.XSHG,37.83,39.28,40.15,35.11,37.58,16338199.0,8.0,40.91,41.58,41.61,37.02,37.58,11834940.0,9.0,45.0,45.0,45.0,40.21,40.25,10422211.0,10.0,47.57,48.86,49.5,43.5,46.8,10024630.0,11.0,1.0,1.0,40.26,3894700.0,09:52:00,0.0,0,0.100132625995,,36.5,3058909.0,18.73,False,True
603676.XSHG_2017-08-04,1.02926208651,2017-08-04 00:00:00,2017-08-03 00:00:00,603676.XSHG,14.88,15.61,17.07,14.75,15.0,27839730.0,8.0,14.29,14.54,16.37,13.62,14.0,22297654.0,9.0,15.72,15.72,15.72,13.65,13.95,28479523.0,10.0,17.29,17.29,17.29,16.01,16.18,26108831.0,11.0,1.0,1.0,13.65,24225700.0,14:34:00,0.0,0,0.100069979006,,15.52,38493697.0,7.96,False,True
603757.XSHG_2017-08-03,1.02803571429,2017-08-03 00:00:00,2017-08-02 00:00:00,603757.XSHG,48.96,52.5,53.67,48.51,49.7,6130912.0,15.0,50.91,51.67,53.86,47.8,47.8,4295685.0,16.0,56.0,56.0,56.0,50.6,50.6,4229397.0,17.0,56.03,58.8,61.6,54.12,57.57,4114083.0,18.0,1.0,1.0,50.83,3988000.0,13:54:00,0.0,0,0.0999803574936,6769000.11111,49.4,12150474.0,26.9,False,True
603993.XSHG_2017-07-19,0.972489683631,2017-07-19 00:00:00,2017-07-18 00:00:00,603993.XSHG,6.43,6.73,6.93,5.9,6.21,427942884.0,5.0,6.61,6.65,7.07,6.21,6.31,335393251.0,6.0,7.16,7.27,7.27,6.47,6.5,571235572.0,7.0,7.15,7.51,7.88,7.01,7.07,494533068.0,8.0,1.0,1.0,6.47,408142100.0,14:15:00,0.0,0,0.0832072617247,114724214.744,6.57,455452077.0,3.96,False,False
