,win_ratio,mean,count
~speedup1-speedup2-foot0-isnew,0.694444444444,1.02967614462,36
~speedup1-speedup2-~foot1-isnew,0.622222222222,1.02368055866,90
~speedup1-speedup2-isnew-small_volume,0.65625,1.03339341906,64
speedup1-jump2-foot1-isnew,0.634146341463,1.03051237234,41
~speedup1-jump2-~foot1-isnew,0.621052631579,1.02031777995,95
speedup1-jump2-foot2-isnew,0.628571428571,1.03736936701,35
speedup1-~foot0-foot2-isnew,0.666666666667,1.03657283243,33
~speedup1-~foot0-isnew-small_volume,0.618181818182,1.02365031381,55
~speedup1-~foot1-foot2-isnew,0.621212121212,1.0225798026,66
speedup1-foot1-~foot2-isnew,0.676470588235,1.02866796811,34
~speedup1-~foot1-isnew-small_volume,0.617647058824,1.02581486094,68
speedup1-foot2-isnew-small_volume,0.645161290323,1.04352185972,31
~speedup1-foot2-isnew-small_volume,0.68085106383,1.02358363243,47
jump1-speedup2-jump2-isnew,0.622222222222,1.03622312561,45
jump1-speedup2-~foot1-isnew,0.631578947368,1.0349265619,38
jump1-speedup2-isnew-small_volume,0.636363636364,1.03780105885,44
jump1-jump2-foot0-isnew,0.601941747573,1.02372230566,103
jump1-foot0-~foot1-isnew,0.632653061224,1.02756624002,49
jump1-foot0-foot2-isnew,0.609756097561,1.02600525881,41
jump1-foot0-isnew-small_volume,0.6875,1.03019260493,64
jump1-~foot1-foot2-isnew,0.604651162791,1.02279370266,43
jump1-foot1-isnew-small_volume,0.654545454545,1.02565407186,55
jump1-foot2-isnew-small_volume,0.613636363636,1.02814993568,44
~jump1-foot2-isnew-small_volume,0.692307692308,1.03080267962,39
speedup2-jump2-foot0-isnew,0.707317073171,1.03765174888,41
speedup2-foot0-~foot1-isnew,0.756756756757,1.04037067616,37
~speedup2-foot0-foot2-isnew,0.611111111111,1.02045598147,36
speedup2-foot0-isnew-small_volume,0.735294117647,1.04414198876,34
speedup2-~foot1-foot2-isnew,0.619047619048,1.03696783399,63
~speedup2-~foot1-foot2-isnew,0.666666666667,1.0240419223,30
speedup2-foot1-isnew-small_volume,0.645161290323,1.02611540407,31
speedup2-~foot1-isnew-small_volume,0.616438356164,1.03190010249,73
speedup2-foot2-isnew-small_volume,0.686274509804,1.04778768012,51
jump2-foot0-~foot1-isnew,0.703703703704,1.03028179879,54
jump2-foot0-isnew-small_volume,0.671428571429,1.0240399842,70
jump2-~foot1-foot2-isnew,0.625,1.03302721352,72
jump2-foot2-isnew-small_volume,0.634920634921,1.03664020071,63
foot0-~foot1-foot2-isnew,0.666666666667,1.02086844262,33
foot0-~foot1-~foot2-isnew,0.692307692308,1.02521316187,52
foot0-foot1-isnew-small_volume,0.688888888889,1.02091715556,45
foot0-~foot1-isnew-small_volume,0.704545454545,1.03437076999,44
foot0-foot2-isnew-small_volume,0.677419354839,1.02483072747,31
~foot0-foot2-isnew-small_volume,0.625,1.03396793983,48
foot1-foot2-isnew-small_volume,0.7,1.03125042614,30
~foot1-foot2-isnew-small_volume,0.632653061224,1.04044386178,49
opentop2-~jump1-foot1-~top0-~opentop1-top1,0.652777777778,1.02382073883,72
~opentop2-jump1-small_volume-yz0-~yz1-top1-opentop1,0.660377358491,1.02018859599,53
~opentop2-jump1-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.622222222222,1.021028611,45
~opentop2-jump2-foot2-~opentop0-top0-~yz1-top1-opentop1,0.633333333333,1.02555733783,30
~opentop2-jump2-foot2-yz0-~opentop1-top1,0.634146341463,1.02169026728,41
~opentop2-jump2-~foot2-yz0-~yz1-top1-opentop1,0.68253968254,1.02073404103,63
~opentop2-jump2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.630434782609,1.02040582243,46
~opentop2-~foot0-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.714285714286,1.02683572288,35
~opentop2-~foot1-foot2-~opentop0-top0-~yz1-top1-opentop1,0.625,1.02372960695,32
~opentop2-~foot1-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.625,1.02095062897,48
~opentop2-foot2-isnew-~opentop0-top0-~opentop1-top1,0.605263157895,1.02460546957,38
~opentop2-~foot2-small_volume-yz0-~yz1-top1-opentop1,0.666666666667,1.02396691808,39
~opentop2-~foot2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.638888888889,1.02094573083,36
~opentop2-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.68085106383,1.02421219087,47
~speedup1-jump1-speedup2-yz0-~opentop1-top1,0.621621621622,1.02275929108,37
~speedup1-jump1-small_volume-yz0-~yz1-top1-opentop1,0.684210526316,1.02383827816,57
~speedup1-jump1-small_volume-yz0-~opentop1-top1,0.645161290323,1.02454349565,62
~speedup1-speedup2-~foot2-yz0-~opentop1-top1,0.75,1.02780630001,32
~speedup1-~speedup2-small_volume-~opentop0-top0-~top1,0.666666666667,1.02315384742,45
~speedup1-jump2-foot2-yz0-~opentop1-top1,0.627906976744,1.02679307267,43
~speedup1-jump2-~foot2-yz0-~yz1-top1-opentop1,0.691176470588,1.02332070012,68
~speedup1-jump2-~foot2-~yz0-top0-opentop0-~opentop1-top1,0.652173913043,1.04030431046,46
~speedup1-jump2-~isnew-yz0-~yz1-top1-opentop1,0.675324675325,1.02187383983,77
